星座,No,名前,メインビルドタイプ,類似の名前
friendship,107,阿里恵多,bond,阿里恵多
friendship,108,子安田黒丸,bond,子安田黒丸
friendship,109,会居俗育,bond,-
friendship,110,釜田熱至,bond,釜田熱至
friendship,111,宝居秀和,bond,室居秀和
friendship,112,原田定陰,bond,原田定蔭
friendship,113,台風坂巻奴,bond,台風坂巻雄
friendship,114,立晶疑透,bond,立嶋縦透
friendship,115,鉄封面次郎,bond,鉄塚面次郎
friendship,116,張館緊汐,bond,張館緊汐
friendship,117,神代美夕,bond,神代美夕
friendship,118,繰夢赤頭巾,bond,繰夢赤頭巾
friendship,119,,bond,
friendship,120,猛火盛燃,bond,猛火盛燃
friendship,121,辺亜修瑞,bond,辺亜修瑠
friendship,122,空高もも,bond,空高もも
friendship,123,横島みゆラ,bond,横島みゅう
friendship,124,,bond,
friendship,125,連神文号,bond,蛇神文号
friendship,126,布部天功,bond,布部天功
friendship,127,,bond,
friendship,128,マント,bond,マント
friendship,129,弁財天心,bond,弁財天心
friendship,130,伊野八太郎,bond,伊野八太郎
friendship,131,木見丈藍須,bond,木見丈藍須
friendship,132,連山濱人,bond,連山濱人
friendship,133,鉄野ケルビン,bond,鉄野ケルビン
friendship,134,青野浩二,bond,青野浩二
friendship,135,八ザード・レード,bond,ハザード・レード
friendship,136,人バコ,bond,-
friendship,137,西新柚葉,bond,西新柚葉
friendship,138,佐波未鈴,bond,佐波未鈴
friendship,139,,bond,
friendship,140,須賀見彩好凪,bond,須賀見彩好凪
friendship,141,洗峰清子,bond,洗峰清子
friendship,142,ドリサイト克津路,bond,ドリサイト鷹津路
friendship,143,圭栖烈志,bond,-
friendship,144,,bond,
friendship,145,プブチ,bond,-
friendship,146,積盛宇麻里,bond,積盛宇麻里
friendship,147,八嶋仁一財,bond,八嶋仁一朗
friendship,148,,bond,
friendship,149,朱電ほろか,bond,朱鞠ほろか
friendship,150,朱電ほろか,bond,朱鞠ほろか
friendship,151,文影チノ,bond,文影チノ
genie,001,猪狩強利責,bond,猪狩強利貴
genie,002,猪狩強利責,bond,猪狩強利貴
genie,003,紀伊渡茂数,bond,紀伊渡茂数
genie,004,ザノウ,bond,ザノウ
genie,005,シュテン,special,シュテン
genie,006,井出乗数,counter,井出乗数
genie,007,熊崎皇児,rough,龍崎皇児
genie,008,篠山ミツル,special,篠山ミツル
genie,009,光良夜桜,rough,光良夜桜
genie,010,,counter,
genie,011,西園信助,tension,西園信助
genie,012,稲葉夏樹,counter,稲葉夏樹
genie,013,歩星呑一,special,歩星呑一
genie,014,浪川運助,bond,浪川蓮助
genie,015,深田七雄人,bond,湾田七雄人
genie,016,,tension,
genie,017,真狩銀次郎,justice,真狩銀次郎
genie,018,一文字斬斗,justice,一文字斬斗
genie,019,寺村苑牙,tension,雪村豹牙
genie,020,根淵海友,tension,根淵海友
genie,021,碑山強,counter,硬山強
genie,022,雨宮太陽,bond,雨宮太陽
genie,023,佐田土佐丸,counter,佐田土佐丸
genie,024,不知火妃一,special,不知火幻一
genie,025,不知火影二,tension,不知火影二
genie,026,真帆路正,justice,真帆路正
genie,027,買志部大河,justice,貴志部大河
genie,028,引野随一,special,箱野随一
genie,029,天潮玲亜,special,天瀬玲亜
genie,030,日向理恩,justice,日向理恩
genie,031,護巻徹郎,special,護巻徹郎
genie,032,黒裂責命,tension,黒裂真命
genie,033,帰石門下,counter,-
genie,034,神山喪之伸,tension,神山豪之伸
genie,035,五味清栄,tension,五味清栄
genie,036,星井剛志,justice,星井剛志
genie,037,,justice,
genie,038,牛頭真武選,tension,牛頭真武之
genie,039,御殿場享,bond,御殿場享
genie,040,江崎映,tension,江崎映
genie,041,後膝結界,rough,後藤結界
genie,042,合川臣,rough,合川賢
genie,043,何代慎吾,tension,伍代慎吾
genie,044,御戸存,justice,御戸翔
genie,045,青銅弾,justice,青銅弾
genie,046,,counter,
genie,047,修木譲,tension,悠木譲
genie,048,林音専琴,tension,林音真琴
genie,049,カイ,justice,カイ
genie,050,曰堂央,special,-
genie,051,海月水姫,bond,海月水姫
genie,052,白夜僧輔,justice,白夜僧輔
genie,053,,tension,
genie,054,墨王媛子,special,黒王媛子
genie,055,,justice,
genie,056,黒沢僧吉,tension,黒沢僧吉
genie,057,折本フンタダ,counter,-
genie,058,提夜短句朗,special,白夜短句朗
genie,059,白克弓音,rough,白鷺弓音
genie,060,黒石フースケ,justice,黒石プースケ
genie,061,白夜那宣人,rough,白夜那緋人
genie,062,舞鶴武六,bond,舞嶺武六
genie,063,恐山頑大,special,恐山頑太
genie,064,地獲沼骨栖江,justice,地獄沼髑髏江
genie,065,神崎紫乃,bond,神崎紫乃
genie,066,折本ホンタダ,bond,メグ・ホンダ
genie,067,黒石ホンスケ,special,黒石ポンスケ
genie,068,ケイ・ロウ,counter,ケイ・ロウ
genie,069,フェエイ・ルーン,special,フェイ・ルーン
genie,070,ファ・ニール,counter,ファ・ニール
genie,071,ラセツ,counter,ラセツ
genie,072,エミ・ウル,rough,エミ・ウル
genie,073,伏然則丸,rough,俄然則丸
genie,074,ジシュラ,tension,シュラ
genie,075,クオース,counter,クオース
genie,076,ルジンフク,counter,ルジク
genie,077,ファダム,counter,ファダム
genie,078,ダイ・ロード,counter,ダイ・ロード
genie,079,ガロ,tension,ガロ
genie,080,ロデオ,justice,ロデオ
genie,081,ゼイク,tension,ゼイク
genie,082,ブーフウ,bond,ブーフウ
genie,083,ヨツカカ,tension,ヨッカ
genie,084,チエツト,bond,チビット
genie,085,円堂大介,justice,円堂大介
genie,086,枯薄月丸,special,枯薄月丸
genie,087,如月まこ,tension,如月まこ
genie,088,,counter,
genie,089,メカ円堂,special,メカ円堂
genie,090,ホス,special,ホス
genie,091,ニケ,counter,ニケ
glasses,001,目金欠流,justice,目金欠流
glasses,002,サタダタナトス,tension,サタナトス
glasses,003,ジュゼピッツベべ・カンナバロ,counter,ジュゼッペ・カンナバロ
glasses,004,ジョヨニー・オータダム,justice,ジョニー・オータム
glasses,005,立見律子,special,立見律子
glasses,006,ジョヨニー・オータダム,justice,ジョニー・オータム
glasses,007,水口精司,special,水口精司
glasses,008,呂簿台機,counter,呂簿合機
glasses,009,漫画理,bond,漫画萌
glasses,010,相戸留提,tension,相戸留捜
glasses,011,自作派流,bond,自作派流
glasses,012,室伏恐,special,室伏恐
glasses,013,大部信,bond,大部信
glasses,014,家守人司,tension,家守優司
glasses,015,歌川誠,justice,歌川誠
glasses,016,菅田央,justice,菅田厳
glasses,017,戒正義,special,戎正義
glasses,018,羽生辰巳,counter,羽生辰巳
glasses,019,海皇星児,special,海皇星児
glasses,020,師走洋次,special,師走洋次
glasses,021,宇田川光臣,tension,宇田川光臣
glasses,022,成田覚,rough,成田覚
glasses,023,牧場羊一,justice,牧場羊一
glasses,024,暮連動,tension,暮連勤
glasses,025,,counter,
glasses,026,形創,tension,形創
glasses,027,矢形王星,justice,矢形王星
glasses,028,香元攻,tension,香元薫
glasses,029,号田具流,tension,号田具流
glasses,030,光明寺聡明,bond,光明寺聡明
glasses,031,駒込豆大,rough,駒込豆太
glasses,032,波乗輔,bond,波乗輔
glasses,033,木男久順,justice,木曽久順
glasses,034,先手勝,justice,先手勝
glasses,035,武部紅乃,tension,武部紅乃
glasses,036,金矢昨玄,counter,金矢昌玄
glasses,037,向井灯,rough,筒井灯
glasses,038,高称さおり,justice,高森さおり
glasses,039,,tension,
glasses,040,君島友紀,counter,君島友紀
glasses,041,西村和幸,rough,西村和幸
glasses,042,佐田展和,special,佐田展和
glasses,043,安条信也,justice,安森信也
glasses,044,朝食良平,bond,朝倉良平
glasses,045,徳永悦郎,rough,徳永悦郎
glasses,046,小門珠美,tension,小門珠美
glasses,047,若泉政薄,bond,若泉政基
glasses,048,,rough,
glasses,049,目金一斗,tension,目金一斗
glasses,050,有働浴也,counter,有働澄也
glasses,051,チセヤセ・ジヨンウオン,tension,チャ・ジョンウォン
glasses,052,サーフ・ウィンダス,special,サーフ・ウィンダス
glasses,053,率川桂牙,counter,率川桂牙
glasses,054,吹連津栄,bond,吹連津栄
glasses,055,ビーター・コール,bond,ピーター・コール
glasses,056,伊和千菜美,counter,伊和千菜美
glasses,057,,special,
glasses,058,キート・ライアンド,counter,キート・ライアンド
glasses,059,柳川航希,tension,柳川航希
glasses,060,デイラン・キース,counter,ディラン・キース
glasses,061,ジニー・ゲイノ,counter,ジニー・ゲイノ
glasses,062,助松早呉郎,counter,助松早呉郎
glasses,063,土岐誠吾,tension,土岐誠吾
glasses,064,過輪乗香,justice,通輪乗香
glasses,065,減都被,justice,滅都被
glasses,066,西出陽和,rough,西出陽和
glasses,067,音九番堂,bond,音九番堂
glasses,068,三定大,counter,三定大
glasses,069,猪名野右平,justice,猪名野右平
glasses,070,,justice,
glasses,071,紅葉一ニニ,special,紅葉一二三
glasses,072,芝渡優一郎,tension,冴渡優一郎
glasses,073,寺地測壱,counter,雪地蛍壱
glasses,074,近代知学,rough,近代知学
glasses,075,書崎育,counter,書崎育
glasses,076,服碧哲也,rough,服呂哲也
glasses,077,名詰欠佑,bond,名詰欽佑
glasses,078,三重内光太,rough,三重内光太
glasses,079,谷崎純治,bond,谷崎純治
glasses,080,国木匠夫,bond,国木哲夫
glasses,081,暗谷正運,rough,暗谷正運
glasses,082,西野空肖一,counter,西野空宵一
glasses,083,祇平儀造,rough,紙平儀造
glasses,084,日都聖志郎,special,白都聖志郎
glasses,085,飯井雄志,bond,飯井雄志
glasses,086,小早川梓吉,counter,小早川槍吉
glasses,087,安須竜一,special,安須竜一
glasses,088,浅賀伸記,counter,浅賀伸彦
glasses,089,最崎至,special,最崎至
glasses,090,紫陽花作,counter,紫陽花作
glasses,091,伊富二太,rough,伊富寅太
glasses,092,小樽港太郎,special,小樽港太郎
glasses,093,松石林太郎,tension,松石林太郎
glasses,094,甲斐信武,bond,甲斐信武
glasses,095,五抄勝,special,五条勝
glasses,096,筐塚通真,bond,笹塚通真
glasses,097,美里尉利多,counter,美里尉利多
glasses,098,,tension,
glasses,099,大田久兵衛,special,大田久兵衛
glasses,100,欠陶基太郎,justice,欠陶拳太郎
glasses,101,有波隆午,special,有波隆範
glasses,102,車井翻五郎,special,車井翻五郎
glasses,103,生醒時必子,rough,-
glasses,104,椎樹音乃,justice,椎樹茸乃
glasses,105,安剛掛,rough,安剛掛
glasses,106,明析吾利,bond,明析智利
glasses,107,丸能條樹,bond,丸盤條樹
glasses,108,陽光稚佐,rough,陽光稚佐
glasses,109,田渕蔵三,justice,田渕蔵三
glasses,110,研究理化子,justice,研究理化子
glasses,111,研究理化子,justice,研究理化子
glasses,112,三干支健一,counter,三干支健一
glasses,113,一高山狼,justice,一高山狼
glasses,114,測輪競一,special,漕輪競一
glasses,115,戸輪憲索,justice,戸輪憲索
glasses,116,雲丹解時夫,rough,雲丹解時夫
glasses,117,府」伊月,counter,府丁伊月
glasses,118,奈母レオン,bond,奈母レオン
glasses,119,宮根時印,special,宮根時印
glasses,120,デイー・ジエイフクマン,tension,ディー・ジェイクマン
glasses,121,稲富ニノ兵衛,special,稲富二ノ兵衛
glasses,122,田球,rough,群田球
glasses,123,種田望素,rough,穂田望素
glasses,124,東堂保架郎,tension,東堂保架郎
glasses,125,,special,
glasses,126,蜂矢百芽,bond,蜂矢百芽
glasses,127,ウオーリー,bond,ウォーリー
glasses,128,比古光留,rough,比古光留
glasses,129,チビビット,justice,チビット
glasses,130,デブーン,justice,デブーン
glasses,131,ゾタン,special,ゾタン
glasses,132,ドリス,rough,ドリス
glasses,133,フミニーダ,tension,フミータ
glasses,134,アダハム・センセージュ,tension,アダム・センセージュ
glasses,135,茶井薬痢,counter,茶井茉莉
glasses,136,安良垣泰無,special,安良垣泰無
glasses,137,,bond,
glasses,138,メグ・ホンダ,tension,メグ・ホンダ
glasses,139,リアナ・ムハーンホース,justice,リアナ・ムーンホース
glasses,140,ググウミ,counter,グゥミ
glasses,141,,special,
glasses,142,加地癌人,tension,加地閲人
glasses,143,二四中常太,rough,二四中常太
glasses,144,知留逢斗,justice,知留逢斗
glasses,145,伊勢谷要,special,伊勢谷要
glasses,146,赤城一斗,counter,赤城一斗
glasses,147,丸目舞美,tension,丸目舞美
glasses,148,万部長夢,counter,万部長夢
glasses,149,更井新大,rough,更井新太
glasses,150,,counter,
glasses,151,聞土逆大,tension,聞土敢太
glasses,152,及部正男,tension,及部正男
glasses,153,幾重孫一,rough,幾重孫一
glasses,154,及部正男,tension,及部正男
glasses,155,杏羽了閣,tension,杏羽陶冶
glasses,156,金星やつる,counter,金星やつる
glasses,157,北野香里,justice,北野香里
glasses,158,金星やつる,counter,金星やつる
glasses,159,月瓦玄作,tension,月瓦玄作
glasses,160,七種玲良,rough,七種玲良
glasses,161,七種玲良,rough,七種玲良
glasses,162,新渡戸伝造,bond,新渡戸伝造
glasses,163,新渡戸伝造,bond,新渡戸伝造
glasses,164,小旭古大,bond,小野妹古
glasses,165,北里岳三郎,special,北里岳三郎
glasses,166,与那国活次,special,与那国活次
glasses,167,与那国活次,special,与那国活次
glasses,168,新野晶吉,counter,新野亀吉
glasses,169,新野晶吉,counter,新野亀吉
glasses,170,,tension,
glasses,171,,tension,
glasses,172,,justice,
glasses,173,,justice,
glasses,174,栄西教一,special,栄西教一
hand,001,宝来凪人,counter,宝来凪人
hand,002,口ココ・ウル修,counter,ロココ・ウルパ
hand,003,嘉2肌透司,counter,-
hand,004,六塔源蔵,bond,六塔源蔵
hand,005,山董壮大,tension,山薫壮大
hand,006,円堂守,justice,円堂守
hand,007,塩谷ヒロ,counter,塩谷ヒロ
hand,008,,counter,
hand,009,金剛新,tension,金剛新
hand,010,矢野球児,bond,矢野球児
hand,011,三宅力丸,bond,三宅力丸
hand,012,勝海次,counter,勝海次
hand,013,包木守明,counter,包木宏明
hand,014,閉井邦明,counter,箸井邦明
hand,015,奈々星暴斗,special,奈々星典斗
hand,016,愛岩達平,counter,愛宕達平
hand,017,大久史世,justice,大久史也
hand,018,明星すはる,counter,明星すばる
hand,019,薬師寺健,special,薬師寺健
hand,020,江田俊二,bond,江田俊二
hand,021,容馬久輝,tension,羅馬久輝
hand,022,,bond,
hand,023,召沢海,counter,岩沢碧海
hand,024,宇佐美桂也,tension,宇佐美将也
hand,025,街野開矢,bond,街野開矢
hand,026,眉田正義,rough,段田正義
hand,027,衣留花充昭,special,衣留花充昭
hand,028,鶴田時朗,justice,鶴田時朗
hand,029,寿馬草彦,special,群馬草彦
hand,030,錬山術,justice,錬山術
hand,031,発田三郎,bond,発田三郎
hand,032,安川慎之介,rough,安川慎之介
hand,033,布原ヒロ,rough,布原ヒロ
hand,034,山中主,bond,山中圭
hand,035,誠田剛薄,counter,前田剛
hand,036,唐拓郎,special,唐拓郎
hand,037,責爪拘作,rough,-
hand,038,浜崎克哉,counter,浜崎克哉
hand,039,谷村刀麻,tension,谷村刀麻
hand,040,膝波貴息,counter,藤波貴真
hand,041,宮地弘也,special,宮地弘也
hand,042,条林進,rough,森林進
hand,043,舞鶴浩正,justice,舞鶴浩正
hand,044,大崎練,tension,大崎練
hand,045,早津愛輝,special,早津愛輝
hand,046,高則歩唯,bond,高間歩唯
hand,047,吉竹英利,bond,吉竹英利
hand,048,仁若芸知,rough,仁若芸知
hand,049,理保兼勝,bond,宜保兼勝
hand,050,会田力,special,会田力
hand,051,木田悠閉,special,木田悠翔
hand,052,乗松響平,counter,乗松響平
hand,053,旅本明宏,rough,旅本明宏
hand,054,古山夏実,tension,古山真実
hand,055,柴二昌浩,counter,柴垣昌浩
hand,056,,bond,
hand,057,名人視俊夫,special,名倉俊夫
hand,058,津田珠音,bond,津田珠音
hand,059,寺西富美子,special,寺西富美子
hand,060,宇宙豚,justice,宇宙航
