星座,No,名前,メインビルドタイプ
てっこつ座,94,丹屋 使枝,カウンター
てっこつ座,95,田版 啓右,カウンター
てっこつ座,96,林藤 親貞,ラフプレー
てっこつ座,97,魔法 陣,ラフプレー
てっこつ座,98,自由 主義,カウンター
てっこつ座,99,黄整 凪仁,ラフプレー
てっこつ座,100,十河 法一郎,ラフプレー
てっこつ座,101,越賀 鉄昂,カウンター
てっこつ座,102,船旗 勇斗,ラフプレー
てっこつ座,103,漁火 平丸,カウンター
てっこつ座,104,深淵 断道,ラフプレー
てっこつ座,105,阿久田川 房之佑,ラフプレー
てっこつ座,106,永久 童子,カウンター
てっこつ座,107,影山 輝,キズナ
てっこつ座,108,奥佐野 舞哉,カウンター
てっこつ座,109,正宗 五朗,ラフプレー
てっこつ座,110,椎府 盗人,ラフプレー
てっこつ座,111,留萌 頃彦,ラフプレー
てっこつ座,112,暮内 逢馬,カウンター
てっこつ座,113,北厳 猛雪,カウンター
てっこつ座,114,征木 帝矢,ラフプレー
てっこつ座,115,新木 朗,ラフプレー
てっこつ座,116,村崎 喜彦,カウンター
てっこつ座,117,辺九津 渋柿,ラフプレー
てっこつ座,118,高田 阿玖介,ラフプレー
てっこつ座,119,中岡 修清,ラフプレー
てっこつ座,120,針立 棘,カウンター
てっこつ座,121,上霧 夢代,ラフプレー
てっこつ座,122,細目 由紀子,カウンター
てっこつ座,123,夕宮 咲子,カウンター
てっこつ座,124,巣賀 舛緒,ラフプレー
てっこつ座,125,牙山 道三,テンション
てっこつ座,126,港浦 堅次,ラフプレー
てっこつ座,127,四分一 鯖人,ラフプレー
てっこつ座,128,須久江 資角,ラフプレー
てっこつ座,129,露布 伊夜,ラフプレー
てっこつ座,130,法家 顔造,ラフプレー
てっこつ座,131,椎発田 利久,ラフプレー
てっこつ座,132,花月 塁,カウンター
てっこつ座,133,影紅 忍,ラフプレー
てっこつ座,134,七地 根留,ラフプレー
てっこつ座,135,斯波 維介,ラフプレー
てっこつ座,136,揺蕩 しらべ,カウンター
てっこつ座,137,雷轟 ラフラ,カウンター
てっこつ座,138,井手原 弥咲,ラフプレー
てっこつ座,139,日鳥 警吾,カウンター
てっこつ座,140,丸出 剛里駄,ラフプレー
てっこつ座,141,火々野 爆炎,ラフプレー
てっこつ座,142,範場 光蔵,ラフプレー
てっこつ座,143,キューティマスク,カウンター
てっこつ座,144,鷹剣 揚一,ラフプレー
てっこつ座,145,朱瑠璃 盾臣,カウンター
てっこつ座,146,黄昏 修字,ラフプレー
てっこつ座,147,下波 全都,カウンター
てっこつ座,148,北上 総吉,ラフプレー
てっこつ座,149,荒々木 豪,ラフプレー
てっこつ座,150,フィニク,カウンター
てっこつ座,151,百瀬 桃吉,ラフプレー
てっこつ座,152,リン・クール,カウンター
てっこつ座,153,デオス,キズナ
てっこつ座,154,ザット,カウンター
てっこつ座,155,ユウチ,カウンター
てっこつ座,156,勒印 迷児,ラフプレー
てっこつ座,157,レイチェル・ピックルズ,ラフプレー
てっこつ座,158,ハンス・マーマレード,ラフプレー
てっこつ座,159,遼 張遠,カウンター
てっこつ座,160,桂木 小十郎,ラフプレー
てっこつ座,161,半田 真一,カウンター
てっこつ座,162,根深 韮実,ラフプレー
てっこつ座,163,ガルシルド・ベイハン,必殺
てっこつ座,164,千宮路 大悟,カウンター
てっこつ座,165,ギガム,キズナ
てっこつ座,166,シャルル,ラフプレー
てっこつ座,167,シンク,ラフプレー
てっこつ座,168,タクジ,ラフプレー
てっこつ座,169,ホロウ・ウェイン,カウンター
てっこつ座,170,ラズロ,キズナ
てっこつ座,171,山鉄 銀二,ラフプレー
てっこつ座,172,本喜 真市,カウンター
てっこつ座,173,村居 正親,カウンター
てっこつ座,174,江木 茂砂,カウンター
てっこつ座,175,雀那 伊武,カウンター
てっこつ座,176,雷同 レイジ,カウンター
てっとう座,1,東 京,カウンター
てっとう座,2,日影 リンダ,カウンター
てっとう座,3,天久 和志朗,カウンター
てっとう座,4,エミール・ラザノ,カウンター
てっとう座,5,火柘榴 ハゼル,ラフプレー
てっとう座,6,中井 陽介,キズナ
てっとう座,7,荒須 乱,キズナ
てっとう座,8,黒部 立樹,正義
てっとう座,9,芸夢 好武,テンション
てっとう座,10,柳生 十郎,必殺
てっとう座,11,山郷 暴,キズナ
てっとう座,12,御良 一輝,正義
てっとう座,13,平良 貞,キズナ
てっとう座,14,小荒 登,正義
てっとう座,15,浮島 一人,正義
てっとう座,16,店街 隠典,必殺
てっとう座,17,波田野 漣,キズナ
てっとう座,18,阿修羅 三夫,カウンター
てっとう座,19,金井 満,テンション
てっとう座,20,徳井 種延,ラフプレー
てっとう座,21,福士 宏行,ラフプレー
てっとう座,22,伊波 登,カウンター
てっとう座,23,伊勢 隼人,テンション
てっとう座,24,長刀 睦人,テンション
てっとう座,25,井頭 針次,ラフプレー
てっとう座,26,開川 路也,キズナ
てっとう座,27,倉橋 大,必殺
てっとう座,28,山梨 不二夫,キズナ
てっとう座,29,皿山 秀貴,ラフプレー
てっとう座,30,中村 夢千代,キズナ
てっとう座,31,竹田 合馬,キズナ
てっとう座,32,鳥取 雄吾,キズナ
てっとう座,33,西 月彦,正義
てっとう座,34,白石 輝,正義
てっとう座,35,葵 健太,必殺
てっとう座,36,日隠 影樹,キズナ
てっとう座,37,流 周一,カウンター
てっとう座,38,壬生 大将,ラフプレー
てっとう座,39,姿田 刻,カウンター
てっとう座,40,日色 慎之介,テンション
てっとう座,41,栗林 明,キズナ
てっとう座,42,加部 蒼甫,必殺
てっとう座,43,永田 修,キズナ
てっとう座,44,安斎 友也,キズナ
てっとう座,45,柱谷 守,テンション
てっとう座,46,長山 赤彦,必殺
てっとう座,47,角巣 英二,テンション
てっとう座,48,市川 太衛門,必殺
てっとう座,49,極火 務,キズナ
てっとう座,50,束田 羽衣音,キズナ
てっとう座,51,仲辻 紀元,キズナ
てっとう座,52,主野 崇,必殺
てっとう座,53,佐保 吾一,キズナ
てっとう座,54,鹿角 結衣,ラフプレー
てっとう座,55,常谷 直之,キズナ
てっとう座,56,黒田 槍道,テンション
てっとう座,57,大濠 満敬,カウンター
てっとう座,58,庭山 重雄,ラフプレー
てっとう座,59,奥宮 宣士,キズナ
てっとう座,60,ニース・ドルフィン,ラフプレー
てっとう座,61,リーフ・ハミルトン,正義
てっとう座,62,ブルース・マーリン,キズナ
てっとう座,63,ホ・チナン,カウンター
てっとう座,64,アレクサンダー・ハウゼン,カウンター
てっとう座,65,フェデリコ・ルビエラ,カウンター
てっとう座,66,レオナルド・アルメイダ,テンション
てっとう座,67,マルコ・マセラッティ,カウンター
てっとう座,68,エディ・ハワード,正義
てっとう座,69,フィリップ・オーウェン,キズナ
てっとう座,70,エドガー・バルチナス,テンション
てっとう座,71,バダップ・スリード,ラフプレー
てっとう座,72,ウイネル,正義
てっとう座,73,ベルゼブ,正義
てっとう座,74,最上 翔太郎,カウンター
てっとう座,75,石床 広流,ラフプレー
てっとう座,76,飛江田 範,キズナ
てっとう座,77,荒垣 裂空,必殺
てっとう座,78,伊香具 是,カウンター
てっとう座,79,由良 風護,キズナ
てっとう座,80,風祭 颯,必殺
てっとう座,81,阿志都 大斗,テンション
てっとう座,82,寒川 申,ラフプレー
てっとう座,83,月野 楽太,テンション
てっとう座,84,油田 削,キズナ
てっとう座,85,紫頭 隼太,キズナ
てっとう座,86,海神 永基,必殺
てっとう座,87,志和 信沖,カウンター
てっとう座,88,久能山 茂貞,ラフプレー
てっとう座,89,剣持 勇,キズナ
てっとう座,90,冷泉 力人,ラフプレー
てっとう座,91,香宮 邦貴,キズナ
てっとう座,92,現井 俊一,ラフプレー
てっとう座,93,青梅 健一郎,カウンター
てっとう座,94,木庭 利徳,正義
てっとう座,95,月見 秀穂,テンション
てっとう座,96,白咲 克也,テンション
てっとう座,97,武水 住太郎,ラフプレー
てっとう座,98,竹陸 章輔,キズナ
てっとう座,99,降川 来多留,正義
てっとう座,100,茶羅 オサム,キズナ
てっとう座,101,白樺 弓,必殺
てっとう座,102,半戸 海瑠,カウンター
てっとう座,103,津久葉 天太,テンション
てっとう座,104,石田 歳仁,必殺
てっとう座,105,丹羽 長秀,テンション
てっとう座,106,アスレイ・ルーン,必殺
てっとう座,107,ギムス,キズナ
てっとう座,108,レイ・ルク,必殺
てっとう座,109,ラ・イール,必殺
てっとう座,110,無敵 護人,カウンター
てっとう座,111,楽 進謙,ラフプレー
てっとう座,112,趙 龍雲,テンション
てっとう座,113,エディ・バーランド,正義
てっとう座,114,マルティノ・レオーネ,カウンター
てっとう座,115,冠城 エリザ,必殺
てっとう座,116,朝靄 清,テンション
てっとう座,117,巣ノ守 蜜,キズナ
てっとう座,118,カジ,カウンター
てっとう座,119,梵 そよぎ,カウンター
てっとう座,120,稲積 石楼,正義
てっとう座,121,睦井 辰ノ介,キズナ
てっとう座,122,キム・チフン,キズナ
てっとう座,123,サムエル・マヨ,キズナ
てっとう座,124,ミストレーネ・カルス,キズナ
てっとう座,125,前林 香林,正義
てっとう座,126,和泉 奏秋,正義
てっとう座,127,喜多 一番,正義
てっとう座,128,坂上 幹生,テンション
てっとう座,129,宇智田 七郎,正義
てっとう座,130,小出 嘉文,ラフプレー
てっとう座,131,東京 明志,ラフプレー
てっとう座,132,水巻 開平,カウンター
てっとう座,133,濱南 暁 海,キズナ
てっとう座,134,猿渡 智哉,必殺
てっとう座,135,番 丈太郎,キズナ
てっとう座,136,波久奴 花王瑠,正義
てっとう座,137,米夢 拡,テンション
てっとう座,138,細井 高,必殺
てっぺん座,1,肘井 靖洋,キズナ
てっぺん座,2,忍田 歳三,カウンター
てっぺん座,3,三三十 一六三,正義
てっぺん座,4,砂場木 一刀,テンション
てっぺん座,5,風烈 隼光,キズナ
てっぺん座,6,十字 導昭,キズナ
てっぺん座,7,器島 改太,テンション
てっぺん座,8,淡島 空,カウンター
てっぺん座,9,伏木 動矢,正義
てっぺん座,10,大文字 文人,カウンター
てっぺん座,11,風向 拓斗,必殺
てっぺん座,12,卯月 一,正義
てっぺん座,13,竜巻 渡,キズナ
てっぺん座,14,調 半次,カウンター
てっぺん座,15,遊佐 紺平,カウンター
てっぺん座,16,恐山 零,キズナ
てっぺん座,17,幹田 重人,ラフプレー
てっぺん座,18,貨平 健,必殺
てっぺん座,19,陸山 望晴,必殺
てっぺん座,20,村木 拓馬,ラフプレー
てっぺん座,21,英嶋 新士,ラフプレー
てっぺん座,22,投輪 絡,正義
てっぺん座,23,仁村 和史,カウンター
てっぺん座,24,駒形 要志,テンション
てっぺん座,25,浜田 二三男,ラフプレー
てっぺん座,26,執行 美紀,ラフプレー
てっぺん座,27,西脇 星来,必殺
てっぺん座,28,斉田 将光,正義
てっぺん座,29,靴作 小仁,ラフプレー
てっぺん座,30,土井 純香,正義
てっぺん座,31,伊木 永太,キズナ
てっぺん座,32,衣羽 亜恵花,テンション
てっぺん座,33,富貴 礼一郎,テンション
てっぺん座,34,小航 噴流,必殺
てっぺん座,35,四気 筒,必殺
てっぺん座,36,川勾 才斗,ラフプレー
てっぺん座,37,タラモ・タラワ,テンション
てっぺん座,38,夏鳴 耳雄,ラフプレー
てっぺん座,39,張馬 浮起,カウンター
てっぺん座,40,石黄 英世,カウンター
てっぺん座,41,緑翠 玉,ラフプレー
てっぺん座,42,常磐 壱時,テンション
てっぺん座,43,瀬尾 川八,テンション
てっぺん座,44,出高 団平,キズナ
てっぺん座,45,辺都度 阪堂,カウンター
とっくんノート座,1,五条 勝,キズナ
とっくんノート座,2,位家 路主,キズナ
とっくんノート座,3,安室 幹生,必殺
とっくんノート座,4,フランツ・プジョル,カウンター
とっくんノート座,5,牛島 誠次,テンション
とっくんノート座,6,風丸 一郎太,正義
とっくんノート座,7,熱斗 探李,カウンター
とっくんノート座,8,蛙田 達士,カウンター
とっくんノート座,9,女川 映日,正義
とっくんノート座,10,小塚 勇介,テンション
とっくんノート座,11,英山 海人,正義
とっくんノート座,12,座敷 童,必殺
とっくんノート座,13,日々原 納,必殺
とっくんノート座,14,灰島 啓二,テンション
とっくんノート座,15,空野 ルイ,ラフプレー
とっくんノート座,16,下川原 卓,テンション
とっくんノート座,17,遠鳴 走市,正義
とっくんノート座,18,ジジ・ブラージ,テンション
とっくんノート座,19,アビゴール,ラフプレー
とっくんノート座,20,牧里 水樹,テンション
とっくんノート座,21,歩須 藤一,ラフプレー
とっくんノート座,22,金石 剛助,カウンター
とっくんノート座,23,昔野 折波,カウンター
とっくんノート座,24,ゴウズ,正義
とっくんノート座,25,小 喬姫,必殺
とっくんノート座,26,寺田 涼,テンション
とっくんノート座,27,バンナ,ラフプレー
とっくんノート座,28,夢想 飛助,カウンター
とっくんノート座,29,徐静 林平,必殺
とっくんノート座,30,禅堂寺 誠,必殺
とっくんノート座,31,宗森 秀年,キズナ
