星座,No,類似の名前,メインビルドタイプ
tornado,156,早田捌矢緒,rough
tornado,157,桜流舞衣子,justice
tornado,158,烏賊水脚面,rough
tornado,159,速斗瞬一,special
tornado,160,月雪花世,rough
tornado,161,線引疾人,rough
tornado,162,名村宏,tension
tornado,163,磁倶爽子,special
tornado,164,剣城優一,justice
tornado,165,露原曇利,tension
tornado,166,弁天九郎丸,rough
tornado,167,椎名紅絹乃,rough
tornado,168,南乃武虎,special
tornado,169,折上夜子,bond
tornado,170,姜伯麒,bond
tornado,171,マスラ,justice
tornado,172,亜風炉照美,special
tornado,173,ザナーク・アバロニク,rough
tornado,174,櫛田ぬい,counter
tornado,175,宇和たえ子,counter
tornado,176,神宮皇月,rough
tornado,177,九平映夢,counter
tornado,178,暮乃判華,tension
tornado,179,風蓮白矢,rough
trophy,1,土州恋,justice
trophy,2,アンジェロ・ガブリーニ,counter
trophy,3,劉備,special
trophy,4,森杉久,rough
trophy,5,ドレーヌ,justice
trophy,6,手札来斗,special
trophy,7,常磐勝男,counter
trophy,8,中山律,justice
trophy,9,間竜介,bond
trophy,10,闘馬草太,tension
trophy,11,武方勝,rough
trophy,12,源田幸次郎,special
trophy,13,山岸迫,justice
trophy,14,服部陸,tension
trophy,15,白金希,justice
trophy,16,芥川治,bond
trophy,17,札野蝶司,special
trophy,18,電光則武,tension
trophy,19,久家君麻呂,justice
trophy,20,伊達竜,special
trophy,21,縄手万作,tension
trophy,22,尾泉平介,counter
trophy,23,井川豊,bond
trophy,24,打崎達士,special
trophy,25,佐賀三兵,bond
trophy,26,井出龍吉,justice
trophy,27,古武合気,bond
trophy,28,絵嶋裕斗,bond
trophy,29,上坂納,tension
trophy,30,高野瑠偉,bond
trophy,31,向野征二,bond
trophy,32,家永章,tension
trophy,33,野家広貼,counter
trophy,34,玉月瞬,rough
trophy,35,赤羽隼士,justice
trophy,36,桜井広司,justice
trophy,37,吉見久敏,justice
trophy,38,サガミネーター,justice
trophy,39,能登郁海,tension
trophy,40,結城昭吾,justice
trophy,41,今崎恵一,bond
trophy,42,竹之内波恵,special
trophy,43,左久亮介,counter
trophy,44,米谷砂絵,justice
trophy,45,ソル・ヒョンデ,tension
trophy,46,江本征典,bond
trophy,47,ゴルド・ディアス,counter
trophy,48,マーティン・スコール,tension
trophy,49,馬乗炉出雄,special
trophy,50,コルジァ・セレーゾ,counter
trophy,51,白鷲乙弥,tension
trophy,52,福王子麻伊子,justice
trophy,53,洲飛伊都史,bond
trophy,54,多流漕,bond
trophy,55,更科梨華,tension
trophy,56,御前里巳,counter
trophy,57,シュウ,special
trophy,58,番東辺亜美,rough
trophy,59,磯崎研磨,counter
trophy,60,白竜,special
trophy,61,菊地一太,bond
trophy,62,糸川吉信,tension
trophy,63,菊地一太,bond
trophy,64,織田信長,rough
trophy,65,上村六飛,justice
trophy,66,ココ・バナバ,rough
trophy,67,イシドシュウジ,justice
trophy,68,剛田弐蔵,special
trophy,69,幕下照,special
trophy,70,アンドレ・ブラン,bond
trophy,71,萬屋能力,special
trophy,72,アーク・スコッチエッグ,tension
trophy,73,アーロン・アダムス,special
trophy,74,円算数士,rough
trophy,75,黒倉光邦,justice
trophy,76,アニータ・ナバロ,justice
trophy,77,綾小路操,tension
trophy,78,九鬼真次,special
trophy,79,工畑公親,bond
trophy,80,円算数士,rough
ufo,1,ブボ・トランガス,rough
ufo,2,デスタ,tension
ufo,3,クオル,tension
ufo,4,セイ・サーボ,justice
ufo,5,メキウス,counter
ufo,6,色有児,rough
ufo,7,満田尊徳,justice
ufo,8,倉士部麗一,rough
ufo,9,古西茂,special
ufo,10,朝井野才次,justice
ufo,11,紗安夜行,special
ufo,12,幽谷博之,rough
ufo,13,藤府延,tension
ufo,14,ゲボ・トランガス,counter
ufo,15,友衛法子,bond
ufo,16,セイン,justice
ufo,17,亜登呂未良,bond
ufo,18,引田断由紀,counter
ufo,19,火板蛍子,special
ufo,20,ネイラ,rough
ufo,21,メダム,bond
ufo,22,オルカ,bond
ufo,23,ウォード,counter
ufo,24,ドリム,bond
ufo,25,コラル,bond
ufo,26,ミネーネ,counter
ufo,27,アルファ,counter
ufo,28,エイナム,special
ufo,29,ガリング,rough
ufo,30,レイザ,special
ufo,31,ハムス,special
ufo,32,マ・ドネル,justice
ufo,33,ダーナ,rough
ufo,34,グラ・フォム,bond
ufo,35,ブル・レクス,special
ufo,36,ザラ・クス,bond
ufo,37,ザラ・クス,bond
ufo,38,ア・シモフ,rough
ufo,39,兵馬俑ノ七,tension
ufo,40,兵馬俑ノ拾,justice
ufo,41,兵馬俑ノ六,justice
ufo,42,兵馬俑ノ四,rough
ufo,43,兵馬俑ノ拾,special
ufo,44,兵馬俑ノ弐,rough
ufo,45,兵馬俑ノ参,tension
ufo,46,イル・メル,special
ufo,47,兵馬俑ノ九,tension
ufo,48,イル・メル,special
ufo,49,兵馬俑ノ拾,justice
ufo,50,兵馬俑ノ拾,special
ufo,51,クラーク・ワンダバット,special
ufo,52,宝水院忠則,bond
ufo,53,地木流灰人,rough
ufo,54,提灯ほのり,counter
victory,1,忍原来夏,counter
victory,2,星村ナオ,bond
victory,3,好街貴良,counter
victory,4,西條リル,special
victory,5,湯元千南,counter
victory,6,妖士乃銀郎,justice
victory,7,牛島突五郎,rough
victory,8,木曽路兵太,bond
victory,9,古道飼亀雄,counter
victory,10,四川堂我流,justice
victory,11,柳生駿河,tension
victory,12,笹波雲明,justice
victory,13,桜咲丈二,counter
victory,14,福良むすび,bond
victory,15,月影蓮,justice
victory,16,円堂ハル,special
victory,17,赤馬明道,tension
victory,18,遠野善弥,special
victory,19,紫雨雄介,justice
victory,20,暖冬屋哉太,justice
victory,21,天宮寺嶺,counter
victory,22,品乃雅士,tension
victory,23,友部仁,tension
victory,24,乙女仙次郎,special
victory,25,空宮征,special
victory,26,鬼門悟,justice
victory,27,春日玲央,counter
victory,28,嵐大佑,tension
victory,29,Ｃグマ,rough
victory,30,船舎奨,counter
victory,31,屯田万稔,counter
victory,32,城壁道三瓶,special
victory,33,矢倉隆仁,rough
victory,34,市尾太郎,rough
victory,35,下鶴改,special
victory,36,松田秀介,counter
victory,37,小谷翔,counter
victory,38,次乃エイス,special
victory,39,千乃茉莉歌,tension
victory,40,真地米直子,rough
victory,41,小茂英郎,tension
victory,42,金庄蒼志,rough
victory,43,梅坂大地,tension
victory,44,星谷隆仙,special
victory,45,ジェニー・オクトーバー,special
victory,46,長尾茂,counter
victory,47,チャウ・メイ,counter
victory,48,ジュディ・カシオス,special
victory,49,トレバー・ウィルソン,special
victory,50,エドモンド・ピアース,tension
victory,51,新黒湖南,special
victory,52,屋城統,rough
victory,53,猛場郎寿,rough
victory,54,七街道八九,special
victory,55,周船礼太,justice
victory,56,宝舟大波,rough
victory,57,面谷その子,special
victory,58,復禄豪治,counter
victory,59,蒲田夢道,counter
victory,60,不破アリス,counter
victory,61,室見宏光,justice
victory,62,寺前レイル,rough
victory,63,雛菊姫真里,counter
victory,64,早風敏信,rough
victory,65,鮫川颯,tension
victory,66,師走直大,counter
victory,67,海野長十郎,tension
victory,68,天倉舞麻,rough
victory,69,地枝大寿,special
victory,70,伊座那義勇,special
victory,71,刃家玖音,tension
victory,72,等々川セオ,rough
victory,73,泡田飯彦,bond
victory,74,手結代ゆらの,bond
victory,75,笑ノ宮真夏,counter
victory,76,土上勇武,special
victory,77,御倉場レアル,tension
victory,78,等々川セオ,counter
victory,79,泡田飯彦,tension
victory,80,手結代ゆらの,special
victory,81,笑ノ宮真夏,justice
victory,82,渋沢栄宏,counter
victory,83,聖徳太郎,rough
victory,84,牛島誠次,rough
victory,85,伊戸博恭,special
victory,86,甲手則光,counter
victory,87,霧木宗翠,special
victory,88,菅方梅真,justice
victory,89,真壁白,bond
victory,90,高箸是清,justice
victory,91,板垣統吾郎,justice
victory,92,和気野清磨,counter
victory,93,井野口英幸,rough
victory,94,数多清人,special
victory,95,森戸安光,special
victory,96,寒河江琥吉,counter
victory,97,小堂阿奈,tension
victory,98,松香本道,counter
victory,99,丸間露万,tension
victory,100,蕗田豊治,justice
victory,101,並原夜菜,counter
victory,102,ジョセフィーヌ,special
victory,103,岩城真樹,special
victory,104,小沢右近,bond
victory,105,千乃妃花,counter
victory,106,喜谷八雲,justice
whistle,1,成神健也,special
whistle,2,増谷乃流,counter
whistle,3,マック・ロニージョ,counter
whistle,4,神童拓人,justice
whistle,5,星野隆平,special
whistle,6,日武禄郎,justice
whistle,7,弁天正市,rough
whistle,8,民山謡,counter
whistle,9,雉端練人,tension
whistle,10,田主丸茂樹,justice
whistle,11,符呂暮岩生,justice
whistle,12,魔界崇雄,bond
whistle,13,少林寺歩,bond
whistle,14,音尾風雅,counter
whistle,15,僧野景市,special
whistle,16,歌場創人,bond
whistle,17,西嶋路美,justice
whistle,18,天道陽光,rough
whistle,19,符川芳正,rough
whistle,20,児田山彦,bond
whistle,21,文月育緒,justice
whistle,22,富良民吾,rough
whistle,23,トン・ニーノ,tension
whistle,24,風間弦,special
whistle,25,保志野光,bond
whistle,26,七色声司,special
whistle,27,響恭一,tension
whistle,28,汐崎怜央,justice
whistle,29,歌田澄人,tension
whistle,30,小関塁,justice
whistle,31,舞谷染五郎,counter
whistle,32,重田光臣,rough
whistle,33,越間巨樹,rough
whistle,34,山上扶樹,bond
whistle,35,永井照生,counter
whistle,36,五味一樹,rough
whistle,37,謝花サンゴ,tension
whistle,38,玉田康文,bond
whistle,39,赤嶺宏昭,justice
whistle,40,音村楽也,counter
whistle,41,八田秀隆,rough
whistle,42,道端詠,rough
whistle,43,録田寛治,bond
whistle,44,盤屋三郎,bond
whistle,45,万博美,rough
whistle,46,針羅憲史,special
whistle,47,髪丸速人,justice
whistle,48,日方紀緒,special
whistle,49,田尾大二郎,counter
whistle,50,和久井祐子,tension
whistle,51,村部貴弘,counter
whistle,52,我孫子郁洋,rough
whistle,53,迫田麻美,rough
whistle,54,土屋恵斗,rough
whistle,55,細谷悦司,bond
whistle,56,万司拓光,bond
whistle,57,弓家礼司,counter
whistle,58,平沢雅也,tension
whistle,59,藤本久雄,justice
whistle,60,猪俣晃次,special
whistle,61,高崎雅彦,special
whistle,62,手島新子,bond
whistle,63,千曲由美,tension
whistle,64,羽柴佳夏,special
whistle,65,千鳥八重奈,justice
whistle,66,村越紀洋,rough
whistle,67,牧口匠,rough
whistle,68,本条宝冠,special
whistle,69,宮院満理子,tension
whistle,70,聖山七夕,tension
whistle,71,鳥原剛基,tension
whistle,72,安次嶺ティナ,tension
whistle,73,新宅妃早子,rough
whistle,74,淡口真亜奈,bond
whistle,75,部島亨,rough
whistle,76,後関尚生,counter
whistle,77,久仁統,counter
whistle,78,長谷川美杏,special
whistle,79,エリック・パープルトン,counter
whistle,80,ポール・アップルトン,tension
whistle,81,ガト,special
whistle,82,ステファン・エノ,bond
whistle,83,メイガー・ネイサン,counter
whistle,84,美良野管津夫,counter
whistle,85,イェンス・ホフマン,tension
whistle,86,煌多滋亜,tension
whistle,87,善峯育次郎,rough
whistle,88,津軽鏡子,rough
whistle,89,安仁里杏,tension
whistle,90,肝付貴美,justice
whistle,91,琴弾富士子,rough
whistle,92,赤頭巾,counter
whistle,93,中目栞,rough
whistle,94,闇音香恵羅,bond
whistle,95,油谷パーム,special
whistle,96,往馬弥糸,counter
whistle,97,丹羽麻浅,counter
whistle,98,真柄若佐,justice
whistle,99,桃染月羽,special
whistle,100,傘手降,special
whistle,101,天秤明日人,bond
whistle,102,二面双子,special
whistle,103,陽神ラー,tension
whistle,104,射手飼洲,justice
whistle,105,世良田美愛,counter
whistle,106,衣主多亜子,bond
whistle,107,巻尺李凡,tension
whistle,108,杭全親助,rough
whistle,109,清水柳人,rough
whistle,110,裁切子,justice
whistle,111,宗像小助,bond
whistle,112,風秋ヨネ,justice
whistle,113,梅宮チャコ,special
whistle,114,森元海斗,tension
whistle,115,羽夜姫盛子,tension
whistle,116,珠田院,bond
whistle,117,片無月人,counter
whistle,118,赤戸知里,justice
whistle,119,櫛名田土岐,bond
whistle,120,祝部兵狼,special
whistle,121,入道一目,special
whistle,122,根井路琴美,rough
whistle,123,挟山則生,special
whistle,124,嘉永留吉,justice
whistle,125,山田太一,bond
whistle,126,耳野輪子,rough
whistle,127,雁谷咲美寿,special
whistle,128,蔵魔宇山,bond
whistle,129,狐火祭,counter
whistle,130,五水露吏,rough
whistle,131,石寺操士郎,justice
whistle,132,狐火叫,counter
whistle,133,古俵木ノ実,counter
whistle,134,棄武驚多,justice
whistle,135,二本育麻,justice
whistle,136,トン・ニーノ,tension
whistle,137,咲良桃香,tension
whistle,138,天塚テクノ,rough
whistle,139,世都内家永,justice
whistle,140,硬杉強次郎,justice
whistle,141,利入符令守,special
whistle,142,桃山ミコ,bond
whistle,143,途坊クレ,tension
whistle,144,笹呉華芽,bond
whistle,145,ジョン・ビート,counter
whistle,146,音出哮人,tension
whistle,147,軌寺電悟,bond
whistle,148,口柱健介,tension
whistle,149,四つ角敬里,bond
